Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,ingestion_time
2026-01-15 00:00:00+05:30,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0,0.0,0.0,RELIANCE.NS,2026-01-21 08:27:13.540478+00:00
2026-01-16 00:00:00+05:30,1458.800048828125,1480.0,1455.0999755859375,1457.9000244140625,17167161,0.0,0.0,RELIANCE.NS,2026-01-21 08:27:13.540478+00:00
2026-01-19 00:00:00+05:30,1450.5999755859375,1450.5999755859375,1403.300048828125,1413.5999755859375,20392765,0.0,0.0,RELIANCE.NS,2026-01-21 08:27:13.540478+00:00
2026-01-20 00:00:00+05:30,1410.699951171875,1416.0,1390.0,1394.0,13189498,0.0,0.0,RELIANCE.NS,2026-01-21 08:27:13.540478+00:00
2026-01-21 00:00:00+05:30,1389.5,1412.0,1373.0,1408.5999755859375,11205499,0.0,0.0,RELIANCE.NS,2026-01-21 08:27:13.540478+00:00
